Order ID,Order Date,Order Mode,Customer ID,City,Postal Code,Country,Region,Product ID,Product Name,Category,Sub-Category,Sales,Cost Price,Quantity,Discount,List Price,Segment,Correction_Flag
YWX-296224,10/29/2024,In-Store,DC079292,Liverpool,L33,England,North West,01JZ3NQZYMEN37E684SXYMNSXZ,Smartphone Projector Kit,Electronics,Home Entertainment Equipment,24.99,9.996,5,0.04,5.20625,Electronics,Corrected
ZGH-827659,9/9/2024,Online,OF051138,Linton,BD23,England,West Midlands,01JZ3NR9XQDV2BRX16834XQFP4,Pasta Primavera,Food,Frozen Pasta Dishes,4.99,1.996,8,0.19,0.7700617283950617,Frozen Foods,City not in reference
HDZ-486165,8/15/2024,In-Store,RT015937,Kirkton,KW10,Scotland,Scotland,01JZ3NCF7BHM81AY6K3RCV1V3E,Ethically-Sourced Coffee Beans,Food,Coffee,9.99,2.997,1,0.22,12.807692307692308,Beverages,Corrected
VUT-738796,6/10/2024,Online,RV058410,London,WC1B,England,London,01JZ3NTPYPG30AK06DA9FD09ZF,Bamboo Utensil Holder,Kitchen,Kitchen Storage & Organization,14.99,5.996,13,0.22,1.4783037475345167,Kitchen,Corrected
BNR-957653,12/29/2024,In-Store,JH085942,Edinburgh,EH9,Scotland,Scotland,01JZ3NCFYZQ0N3450VSYSGQQV2,Portable Campfire,Outdoor,Camping Equipment,39.99,11.997,4,0.3,14.282142857142858,Outdoor,Corrected
VBA-777656,12/20/2024,Online,MP053511,Preston,PR1,England,North West,01JZ3NCATB7DPT7B8N67YKQEDG,Rechargeable Electric Toothbrush,Health,Oral Care & Hygiene,49.99,14.997,4,0.0,15.90961482115969,Health,Corrected
YGZ-254619,6/29/2024,In-Store,BI005400,Burnside,EH52,Scotland,Scotland,01JZ3NR8BYD6NGCCEF0V31WM0B,Window Bird Feeder with Suction Cups,Outdoor,Bird Feeding Accessories,28.99,11.596,5,0.0,7.123346489738849,Outdoor,Corrected
MZK-778600,11/23/2024,Online,VL083988,Stapleford,LN6,England,East Midlands,01JZ3NT9481T3VQZB54C6E3KWR,Smoked Salmon,Food,Smoked Seafood,14.99,5.996,16,0.15,1.1022058823529413,Seafood,Corrected
OFN-972110,9/29/2024,In-Store,KG064314,Linton,BD23,England,London,01JZ3NR24QFAQYPAJ4MH698QTM,Toy Building Set,Toys,Building Toys,29.99,11.996,4,0.08,8.149456521739129,Toys,City not in reference
XQA-389830,9/15/2024,Online,BH009963,Thorpe,BD23,England,Yorkshire & the Humber,01JZ3NTK71Q7AN80KBN66TZBV1,Vegetable Stir-Fry Kit,Food,Pre-Packaged Produce Kits,6.99,2.796,10,0.38,1.1274193548387097,Produce,Corrected
HOL-238536,5/15/2024,In-Store,TV076688,Milton,NG22,England,East Midlands,01JZ3NR4CJNYQ1D6AAW85ZMS8Y,Maple Almond Yogurt,Food,Flavored Yogurt,1.89,0.756,5,0.0,0.2635726136125161,Dairy,Corrected
LZK-632959,12/7/2024,Online,XY043257,Carlton,DL8,England,Yorkshire & the Humber,01JZ3NSY7S8J28S844AZSMKYE9,Chic Jumpsuit,Clothing,Jumpsuits,89.99,35.996,14,0.33,9.593816631130064,Jumpsuits,Corrected
ZBF-991838,10/11/2024,In-Store,NL035212,Buckland,CT16,England,South East,01JZ3NCAX6WWWV09C9PAQST096,Silicone Wine Glasses,Outdoor,Outdoor Accessories,22.99,6.897,17,0.36,2.113051470588235,Outdoor,OK
KFK-407854,5/5/2024,Online,WI096964,Norton,S8,England,East Midlands,01JZ3NTB9HP5CTCTBSZ5763SPE,Ergonomic Gaming Chair,Gaming,Gaming Accessories,199.99,79.996,10,0.39,32.78524590163935,Gaming,Corrected
LPX-014143,5/21/2024,In-Store,WB014883,Norton,NN11,England,East Midlands,01JZ3NTKF7NRPEX4NY37DPFX1D,Wireless Range Extender,Electronics,Networking Equipment,49.99,19.996,15,0.3,4.760952380952381,Electronics,Corrected
UFD-735387,12/25/2024,Online,IU070986,Whitchurch,BS14,England,South West,01JZ3NR77XH2N21FN18ENJXQ5N,Peanut Butter Banana Smoothie Mix,Food,Smoothies,4.49,1.796,17,0.25,0.35215686274509805,Beverages,Corrected
GQU-917248,2/27/2024,In-Store,BE033170,Newbiggin,NE46,England,North East,01JZ3NTD4A5334RR1WQT613HVB,Cinnamon Apple Sauce,Food,Sauces & Condiments,2.49,0.996,6,0.26,0.560810810810811,Canned Goods,Corrected
UBG-995440,6/6/2024,Online,ZH028698,Buckland,CT16,England,South East,01JZ3NR54TYRJAE0REVD7DTTP5,Smart Wi-Fi Camera,Smart Home,Home Security,89.99,35.996,6,0.12,17.043560606060606,Smart Home,Corrected
KOZ-127869,9/27/2024,In-Store,VD043710,Upton,DN21,England,East Midlands,01JZ3NR4TDH4Q7VTBVJ4VDWNBH,Vegetable Fried Rice,Food,Frozen Meals,4.99,1.996,17,0.39,0.48119575699132117,Frozen Foods,Corrected
KNB-286749,5/27/2024,Online,NU031894,Walton,CV35,England,West Midlands,01JZ3NCB1MJ1T0QH0KVWTCZP4C,Canvas High-Top Sneakers,Clothing,Casual Footwear,49.99,14.997,11,0.06,4.834622823984526,Footwear,Corrected
EWC-481810,4/12/2024,In-Store,ZN007702,Liverpool,L33,England,North West,01JZ3NC9EZBP2T7YDV2PS1NRGY,Wireless Keyboard and Mouse Combo,Electronics,Computer Accessories,34.99,10.497,10,0.39,5.736065573770492,Electronics,OK
ZAU-170923,6/6/2024,Online,QC069684,Edinburgh,EH9,Scotland,Scotland,01JZ3NC9SZ65VQHK2WXJCG2MMQ,Personalized Cutting Board,Kitchen,Kitchen Accessories,34.99,10.497,6,0.37,9.256613756613756,Kitchen,Corrected
ORF-529710,8/12/2024,In-Store,IR034127,Newton,NG34,Scotland,Scotland,01JZ3NCA3XEVGABACM6PABXMVS,Rainbow Veggie Chips,Food,Healthy Snacks,3.29,0.987,8,0.17,0.49548192771084343,Snacks,Corrected
MXE-732038,8/28/2024,Online,DC012809,Whitwell,DL10,England,Yorkshire & the Humber,01JZ3NR1S69V3DYZXT30R629JQ,Rain Jacket,Clothing,Outerwear,64.99,25.996,19,0.17,4.121116043119848,Clothing,Corrected
VQX-933410,7/11/2024,In-Store,NM018346,Upton,WF9,England,East Midlands,01JZ3NTDCG21Y0NJWF49GNJBFW,Smart Plant Monitor,Garden,Garden Technology,24.99,9.996,6,0.0,8.264379784388753,Garden,Corrected
BBY-817656,9/2/2024,Online,PS061538,Normanton,LE15,England,West Midlands,01JZ3NR14V0B3HYMAA440CNMMA,Buffalo Stilton Cheese,Food,Specialty Cheeses,8.99,3.596,1,0.0,2.5151230474846473,Cheese,City not in reference
VQC-535360,4/1/2024,In-Store,UI025016,Hatton,CV35,England,East of England,01JZ3NR8AY3VNMFWZRB55WDYMW,Frozen Berry Blend,Food,Frozen Fruits,4.99,1.996,14,0.34,0.5400432900432901,Frozen Foods,City not in reference
VMW-370175,1/3/2024,Online,MG006726,Sheffield,S33,England,Yorkshire & the Humber,01JZ3NT0W7CS0W3AFK08D40KY0,White Rice,Food,Rice,1.49,0.596,1,0.15,1.7529411764705882,Grains,OK
KCT-395379,5/29/2024,In-Store,FD061951,Weston,GU32,England,South East,01JZ3NR36YDQBH9Q4KNCSQDAQ5,Peanut Butter,Food,Nut Butters,3.79,1.516,19,0.09,0.21920185078079815,Condiments,Corrected
MUU-942381,2/28/2024,Online,UQ041561,Milton,AB56,England,East Midlands,01JZ3NCAD0DP22CG9M1J1RETVP,Fleece Throw Blanket,Home,Bedding & Linens,29.99,8.997,8,0.09,4.1195054945054945,Home,Corrected
TPC-306636,11/26/2024,In-Store,IK074906,Kingston,DT10,England,South West,01JZ3NCADJPMY9S0DNRY878Z4G,Garden Tool Belt,Garden,Garden Decor,22.99,6.897,5,0.31,6.6637681159420294,Garden,Corrected
WBM-653928,12/18/2024,Online,UN029150,London,SW1E,England,London,01JZ3NTF4P3DPAZHJMFFX2PW45,Cinnamon Roll Dough,Food,Frozen Baked Goods,4.49,1.796,9,0.36,0.779513888888889,Bakery,Corrected
EBP-593792,1/1/2024,In-Store,FM067933,Denton,M34,England,North West,01JZ3NR57FYGXC0JRFSWQV8SJQ,Travel Hair Straightener,Beauty,Hair Care Tools,29.99,11.996,5,0.31,8.692753623188405,Beauty,Corrected
ECE-965657,11/9/2024,Online,WQ050928,London,SW1E,England,London,01JZ3NCAGPFFD5RZHY2C0TYZW1,Sweetened Condensed Milk,Food,Baking Ingredients,1.89,0.567,13,0.12,0.1652097902097902,Baking Goods,Corrected
GGJ-961223,11/1/2024,In-Store,DN020744,Horton,BS37,England,South West,01JZ3NCDR0VC2V9K9NYGDWQTET,Portable Dog Water Bottle,Pets,Dog Accessories,18.99,5.697,9,0.22,2.705128205128205,Pets,Corrected
IOQ-304916,3/27/2024,Online,WT058790,Newton,IV1,Scotland,Scotland,01JZ3NT1E4RWQHFS3TCX5078CZ,Creamy Avocado Dip,Food,Dips and Spreads,3.49,1.396,4,0.14,1.0145348837209303,Snacks,Corrected
SNF-206499,9/24/2024,In-Store,FJ084048,Eaton,DN22,England,East Midlands,01JZ3NTDN84EYNEQX90VF3JYFC,Beef Enchilada Casserole,Food,Casseroles,8.99,3.596,5,0.38,2.9,Prepared Meals,Corrected
THT-833176,4/23/2024,Online,FJ084048,Church End,N3,England,East of England,01JZ3NTDN84EYNEQX90VF3JYFC,Beef Enchilada Casserole,Food,Casseroles,8.99,3.596,8,0.35,1.728846153846154,Prepared Meals,Corrected
BYP-939634,2/13/2024,In-Store,CI040986,London,WC1B,England,London,01JZ3NQZMMW29B0N6W87A4RXFK,Instant Read Meat Thermometer,Kitchen,Cooking Tools & Utensils,24.99,9.996,15,0.34,2.5242424242424244,Kitchen,Corrected
WSV-894592,2/15/2024,Online,VO007288,Middleton,LE16,England,East Midlands,01JZ3NR0XK272V52VMTYG8AR0Y,Sliced Avocado,Food,Fresh Cut Fruits,2.79,1.116,7,0.19,0.4920634920634921,Produce,Corrected
KGX-463427,4/25/2024,In-Store,SB024310,Ashley,SN13,England,South West,01JZ3NR3C4HBQGK74DAKRS4YJV,Sliced Ham,Food,Processed Meats,5.49,2.196,20,0.15,0.32294117647058823,Meat,Corrected
RWK-006048,8/30/2024,Online,CY012864,Preston,PR1,England,North West,01JZ3NR478FFDYEZB04R48DMQM,Honey Garlic Shrimp,Food,Prepared Seafood,8.49,3.396,5,0.24,2.2342105263157896,Seafood,Corrected
KGW-425283,5/18/2024,In-Store,QP036940,Ashley,SN13,England,South West,01JZ3NQZAMJTTQK658V44BYWK6,Cat Scratching Post with Toys,Pets,Cat Furniture,44.99,17.996,5,0.08,9.780434782608696,Pets,Corrected
UUO-856909,11/14/2024,Online,TZ055834,Hatton,CV35,England,West Midlands,01JZ3NCGVSG8SAVGE89R9BEVSZ,Electric Food Slicer,Kitchen,Food Preparation Tools,99.99,29.997,10,0.38,16.127419354838707,Kitchen,City not in reference
KIV-746123,2/4/2024,In-Store,TV076688,Kirkton,KW10,Scotland,Scotland,01JZ3NR4CJNYQ1D6AAW85ZMS8Y,Maple Almond Yogurt,Food,Flavored Yogurt,1.89,0.756,8,0.28,0.328125,Dairy,Corrected
UFO-751711,5/3/2024,Online,VS019486,Sutton,RH5,England,South East,01JZ3NT8JSS089KE9XP1XVZJVG,Decorative Throw Pillows,Home,Decorative Wall Art & Accessories,29.99,11.996,2,0.29,21.119718309859156,Home,Corrected
DLH-047547,4/27/2024,In-Store,MN019433,Milton,NG22,England,East Midlands,01JZ3NTE8BJGV0VS79VNE2Z5Z3,High-Waisted Skirt,Clothing,Bottoms,34.99,13.996,12,0.01,2.9452861952861955,Bottoms,Corrected
UOK-814220,10/28/2024,Online,MD006931,London,SW1E,England,London,01JZ3NCEXCZX8AWV1945KXKQZ0,Electric Griddle,Kitchen,Cooking Appliances,54.99,16.497,17,0.16,3.8508403361344543,Kitchen,Corrected
LAD-415717,7/14/2024,In-Store,UF016951,Upton,WF9,England,East Midlands,01JZ3NSWA8BWVV9TH7NECS08N9,Smoked Gouda Cheese,Food,Cheese,5.49,2.196,20,0.01,0.2772727272727273,Dairy,OK
CCS-364382,3/21/2024,Online,ES056286,Church End,N3,England,East of England,01JZ3NR7HCR4EZKEDH2YH22Q7P,Smartphone Photography Ring Light,Photography,Lighting Equipment,29.99,11.996,20,0.31,2.1731884057971014,Photography,Corrected
JUU-100660,1/30/2024,In-Store,SL054004,Edinburgh,EH9,Scotland,Scotland,01JZ3NCF6T1MNH9QP2HAPB59JX,Compact Dishwasher,Home Appliances,Dishwashers,299.99,89.997,18,0.21,21.09634317862166,Home Appliances,Corrected
OGX-654935,10/8/2024,Online,XM060019,Hatton,CV35,England,London,01JZ3NR39VFZ49AG2DR66SQHN1,Crispy Chickpeas,Food,Healthy Snacks,2.99,1.196,3,0.4,1.6611111111111114,Snacks,City not in reference
ULS-794444,3/7/2024,In-Store,ZI082420,Seaton,LE15,England,East Midlands,01JZ3NCBKWN2D2WFX8ZCFHMNG6,Smart Fitness Scale,Fitness,Health Monitoring Devices,49.99,14.997,9,0.15,6.534640522875818,Fitness,Corrected
SNW-423132,2/6/2024,Online,FU020103,Craigavon,BT66,Northern Ireland,Northern Ireland,01JZ3NTD1H4PCDT5K25F9HEHW7,Balsamic Glaze,Food,Sauces,4.79,1.916,11,0.3,0.6220779220779221,Condiments,Corrected
YQI-065288,4/3/2024,In-Store,DH074723,Langley,SG4,England,East of England,01JZ3NSXFNNKZ42D4KCN7Y9GSJ,Green Smoothie Mix,Food,Health Drinks,5.99,2.396,2,0.18,3.652439024390244,Beverages,Corrected
JWB-248652,2/13/2024,Online,PS061538,Langley,SG4,England,East of England,01JZ3NR14V0B3HYMAA440CNMMA,Buffalo Stilton Cheese,Food,Specialty Cheeses,8.99,3.596,6,0.2,1.8729166666666663,Cheese,Corrected
JHG-210949,3/7/2024,In-Store,FS055715,Ford,GL54,England,South West,01JZ3NCDJMG02H5R6WMNJSD9NZ,Gardening Gloves with Claws,Garden,Garden Tools,24.99,7.497,11,0.12,2.581611570247934,Garden,Corrected
QAM-490278,3/25/2024,Online,AI008633,Brampton,NR34,England,East of England,01JZ3NCB9BVTD8QKXBB3W5W8KP,Magnetic Spice Jars,Kitchen,Kitchen Storage & Organization,24.99,7.497,16,0.29,2.199823943661972,Kitchen,Corrected
CFH-308978,11/18/2024,In-Store,WP043997,Horton,BS37,England,South West,01JZ3NTJFKDYFF4DQNRVME9WNQ,Herbal Tea Sampler Box,Food,Beverages,29.99,11.996,14,0.19,2.644620811287478,Food,Corrected
HQQ-868189,4/7/2024,Online,BJ048509,Carlton,DL8,England,Yorkshire & the Humber,01JZ3NCAS1QFX4034BPHYKD7NK,Portable Camping Stove,Outdoor,Camping Equipment,49.99,14.997,11,0.0,13.340325768164087,Outdoor,Corrected
EVM-178211,6/1/2024,In-Store,AG068508,Seaton,LE15,England,East Midlands,01JZ3NR5N99M8C03CP2NTPC280,Durable Hiking Boots,Footwear,Outdoor Footwear,89.99,35.996,9,0.23,12.985569985569985,Footwear,OK
MWX-028897,8/27/2024,Online,OD062195,Milton,AB56,England,East Midlands,01JZ3NSZ63TRS6M6CXBZXQ13VD,Vanilla Pudding Mix,Food,Mixes,1.29,0.516,6,0.38,0.3467741935483871,Baking,Corrected
EMO-641913,6/19/2024,In-Store,KO026744,London,WC1B,England,London,01JZ3NCBQEZ6QYPZM3R8RJR107,Blackberry Jam,Food,Fruit Spreads,4.29,1.287,5,0.18,1.046341463414634,Condiments,Corrected
TON-005601,6/26/2024,Online,JH027246,Whitwell,DL10,England,Yorkshire & the Humber,01JZ3NCFRSR5ZDH7AKM9YBDN53,Bamboo Toothbrush Holder,Health,Oral Care & Hygiene,14.99,4.497,2,0.18,9.140243902439023,Health,Corrected
AFB-046029,10/28/2024,In-Store,GR033260,London,WC1B,England,London,01JZ3NCA08999XBCB870FX3WPW,Sporty Cap,Clothing,Headwear,15.99,4.797,12,0.0,3.354245863708883,Accessories,Corrected
FVE-735398,4/26/2024,Online,SB024310,Aberdeen,AB39,Scotland,Scotland,01JZ3NR3C4HBQGK74DAKRS4YJV,Sliced Ham,Food,Processed Meats,5.49,2.196,6,0.24,1.2039473684210527,Meat,Corrected
XIM-133364,9/14/2024,In-Store,MP039738,Pentre,SY4,Wales,Wales,01JZ3NCGQX2FRHVQH38DBR32BE,Portable Refrigerator Freezer,Outdoor,Camping Equipment,299.99,89.997,15,0.28,27.776851851851855,Outdoor,Corrected
ZQK-040307,12/28/2024,Online,IR034127,Leeds,LS6,England,Yorkshire & the Humber,01JZ3NCA3XEVGABACM6PABXMVS,Rainbow Veggie Chips,Food,Healthy Snacks,3.29,0.987,20,0.38,0.2653225806451613,Snacks,Corrected
SSF-611496,11/20/2024,In-Store,MB036703,Buckland,CT16,England,South East,01JZ3NR4K3GEDM8FTY0WZ05QDW,Mini Hand Gesture Drone,Toys,Remote Control Drones,29.99,11.996,18,0.3,2.38015873015873,Toys,Corrected
ADK-815304,12/18/2024,Online,RW001493,London,SW1E,England,London,01JZ3NCG32XHQG2Q7XEWBCJY60,Portable Air Compressor,Automotive,Automotive Tools,44.99,13.497,1,0.0,6.60696029215144,Automotive,Corrected
WXN-253463,4/2/2024,In-Store,WQ029470,Wootton,NN4,England,East Midlands,01JZ3NR3AEE56EJDT1C4X1SYQR,Sweet Chili Thai Sauce,Food,Sauces,3.49,1.396,18,0.0,1.1618729739495295,Condiments,Corrected
AQR-954303,11/19/2024,Online,SJ093928,Craigavon,BT66,Northern Ireland,Northern Ireland,01JZ3NCC0K1BGNDQJRMVM2Z424,Cheddar Cheese Slices,Food,Cheese,3.49,1.047,18,0.22,0.24857549857549857,Dairy,Corrected
RXB-185631,10/27/2024,In-Store,NM018346,West End,DN36,England,East Midlands,01JZ3NTDCG21Y0NJWF49GNJBFW,Smart Plant Monitor,Garden,Garden Technology,24.99,9.996,20,0.07,1.3435483870967742,Garden,Corrected
XXX-674588,7/11/2024,Online,PS061538,Hatton,CV35,England,North East,01JZ3NR14V0B3HYMAA440CNMMA,Buffalo Stilton Cheese,Food,Specialty Cheeses,8.99,3.596,13,0.26,0.9345114345114346,Cheese,City not in reference
WND-389688,6/14/2024,In-Store,AH071849,Brampton,NR34,England,East of England,01JZ3NR94Q9FST7VEFJFRHH2Z6,Black Olives,Food,Canned Vegetables,1.99,0.796,1,0.17,2.397590361445783,Canned Goods,Corrected
JVB-405415,4/2/2024,Online,SR096075,Merton,SW19,England,London,01JZ3NC9DY6VKXCGJ3MKX57QYM,Wireless Wi-Fi Extender,Electronics,Networking Equipment,49.99,14.997,2,0.27,34.23972602739726,Electronics,Corrected
RDR-090465,10/17/2024,In-Store,CJ020981,Wirral,CH48,England,North West,01JZ3NR5HADY5RD8JJ6S96S9BH,Chia Seed Pudding Mix,Food,Healthy Breakfast Options,4.19,1.676,15,0.07,0.30035842293906817,Breakfast,OK
FSJ-216342,7/3/2024,Online,BM069215,Church End,CB4,England,East of England,01JZ3NTAXPTDRJSRVMB9DS895F,Toilet Paper (12 rolls),Food,Household Supplies,8.99,3.596,19,0.27,0.6481614996395098,Household,Corrected
VBI-518555,3/13/2024,In-Store,EZ005059,Swindon,SN1,England,South West,01JZ3NR2CNXR9GCGEMP1ZSPTNS,Wall Art Stickers,Home,Decorative Wall Art & Accessories,19.99,7.996,6,0.23,4.3268398268398265,Home,Corrected
JND-572297,6/29/2024,Online,WO032878,Dean,OX7,England,South East,01JZ3NR1XDTT9KZ7B0T1Z9FGV7,Bamboo Cotton Tank Top,Clothing,Sustainable Fashion,22.99,9.196,5,0.2,5.7475,Tops,OK
LEG-580099,10/5/2024,In-Store,ML033957,Swindon,SN1,England,South West,01JZ3NR13B8HR4QEBKCP15FT4P,Wireless Car Charger,Automotive,Phone Accessories,24.99,9.996,11,0.11,2.552604698672114,Automotive,Corrected
WLS-986261,4/1/2024,Online,LE096161,Kingston,DT10,England,South West,01JZ3NR1JY7YRFR16GWKJJ9KM7,Striped Long Sleeve Shirt,Clothing,Casual Shirts,29.99,11.996,9,0.35,5.126495726495726,Shirts,OK
OYR-682614,11/2/2024,In-Store,EY083295,Sutton,CT15,England,South East,01JZ3NCFNXSXP4C9R3XTT3HCEB,Reversible Comforter Set,Home,Bedding & Linens,89.99,26.997,12,0.0,13.476735625947049,Home,Corrected
FQS-754714,2/5/2024,Online,IM044650,London,W1F,England,London,01JZ3NCBGRY32M109TS1NHZGKH,Portable Blender,Kitchen,Blenders & Juicers,30.0,9.0,15,0.13,2.2988505747126435,Kitchen,OK
SAR-349225,7/5/2024,In-Store,SM003639,Aberdeen,AB39,Scotland,Scotland,01JZ3NRAWG5DHVWZ004ZV14BDR,Premium Flashlight,Outdoor,Camping Equipment,19.99,7.996,14,0.37,2.266439909297052,Outdoor,Corrected
ZZX-811318,2/6/2024,Online,BK071778,Birmingham,B40,England,West Midlands,01JZ3NTFNRTV1V6EBA4GMC8JXT,Baked Mac and Cheese,Food,Frozen Meals,5.99,2.396,5,0.21,1.5164556962025317,Frozen Foods,Corrected
ENU-999468,2/15/2024,In-Store,BU037763,Twyford,LE14,England,East Midlands,01JZ3NCA2ZFNEBN6HS56MDDFTR,Lentil Soup (canned),Food,Soups & Broths,1.99,0.597,18,0.38,0.17831541218637992,Canned Goods,Corrected
RVK-869217,3/2/2024,Online,UN049674,Milton,NG22,England,East Midlands,01JZ3NT7THDXCFGKHBVE3XC4H9,Organic Chia Seeds,Food,Superfoods,7.99,3.196,14,0.39,0.9355971896955505,Health Foods,Corrected
QOE-614585,8/29/2024,In-Store,UO042002,Pentre,SY4,Wales,Wales,01JZ3NR3Z2A6WPJMZT88JY0JPX,Thai Red Curry Paste,Food,Asian Condiments,3.99,1.596,3,0.39,2.180327868852459,Condiments,Corrected
DPA-474972,7/24/2024,Online,DJ041197,Bradford,BD7,England,Yorkshire & the Humber,01JZ3NR6E8MK9Q59SHWP0DZE60,Adjustable Dog Harness,Pets,Dog Accessories,24.99,9.996,17,0.17,1.7710843373493976,Pets,Corrected
CUR-776473,10/30/2024,In-Store,VA029829,Merton,SW19,England,London,01JZ3NRA34M61113YYA8NCT0S9,Classic BBQ Sauce,Food,BBQ Sauces,2.79,1.116,7,0.0,0.7705032867593269,Condiments,Corrected
MUH-059300,5/20/2024,Online,ID044410,Kingston,DT10,England,South West,01JZ3NCAM4S6R46A1H8S5RCY5N,Chocolate Fudge Brownie Mix,Food,Mixes,2.99,0.897,11,0.13,0.3124346917450366,Baking,Corrected
LBG-320882,2/18/2024,In-Store,EH051958,Church End,CB4,England,East of England,01JZ3NT0G2KA577CYDQJYBPM01,Whole Roasted Chicken,Food,Poultry,9.99,3.996,12,0.35,1.2807692307692307,Meat,Corrected
BWC-795902,12/30/2024,Online,WZ014136,Kinloch,PH43,Scotland,Scotland,01JZ3NR8NVXX9VHHY39BPRYYK8,Smart Air Purifier,Home,Air Quality & Purification,199.99,79.996,5,0.09,43.95384615384616,Home,Corrected
ILW-593250,5/4/2024,In-Store,NL035212,Aston,TF6,England,West Midlands,01JZ3NCAX6WWWV09C9PAQST096,Silicone Wine Glasses,Outdoor,Outdoor Accessories,22.99,6.897,2,0.02,11.729591836734693,Outdoor,Corrected
TJZ-526237,12/5/2024,Online,VU031210,Upton,WF9,England,East Midlands,01JZ3NTBT6Q3PZTDN5F4W6G2VE,Collapsible Storage Crates,Home,Home Organization,18.99,7.596,11,0.39,2.8301043219076005,Home,Corrected
GNM-051489,2/23/2024,In-Store,UR098924,Walton,CV35,England,West Midlands,01JZ3NCGGCVKYMR19Q3P1PEDD1,Home Delivery Food Journal,Health,Nutrition & Fitness,14.99,4.497,19,0.0,1.3267898695851528,Health,Corrected
VPL-403923,11/27/2024,Online,KJ002476,Seaton,LE15,England,East Midlands,01JZ3NTBJV0DHTMP743FW430FD,Classic White T-Shirt,Clothing,T-Shirts,19.99,7.996,2,0.05,10.521052631578947,Tops,Corrected
FDY-994688,3/23/2024,In-Store,HP015456,Liverpool,L33,England,North West,01JZ3NCGRJ0SKGVKK5BJ0VEXPG,Multifunctional Baby Bottle Warmer,Baby,Feeding Accessories,39.99,11.997,5,0.04,8.33125,Baby,Corrected
FLO-632585,6/5/2024,Online,NV075312,Kinloch,PH43,Scotland,Scotland,01JZ3NR70PXFAY6X8HY9ENFHBA,Cocktail Shaker Set,Kitchen,Barware,29.99,11.996,11,0.25,3.635151515151515,Kitchen,Corrected
RDK-429479,8/13/2024,In-Store,UK042725,Newton,NG34,Scotland,Scotland,01JZ3NCBDNPX0E32472V2XS7NK,Silicone Baking Mats,Kitchen,Baking Accessories,19.99,5.997,15,0.11,1.497378277153558,Kitchen,Corrected
CZB-874099,2/13/2024,Online,PR048585,Denton,M34,England,North West,01JZ3NC9BAZRVBDF7RZV63BK22,Car Emergency Kit,Automotive,Safety and Emergency Supplies,49.99,14.997,9,0.26,7.5060060060060065,Automotive,Corrected
THI-618360,3/29/2024,In-Store,KH039882,Walton,CV35,England,West Midlands,01JZ3NTGV3PC6BHVM25BHE2X9K,Compact Portable Grill,Outdoor,Camping Equipment,79.99,31.996,9,0.14,10.334625322997415,Outdoor,Corrected
EJD-524499,11/8/2024,Online,QO092485,Sheffield,S1,England,Yorkshire & the Humber,01JZ3NTJZ332YFTVY91E4CRWZD,Cream Cheese,Food,Dairy Spreads,2.69,1.076,5,0.05,0.5663157894736842,Dairy,Corrected
MLJ-635742,6/9/2024,In-Store,ZD092860,Birmingham,B40,England,West Midlands,01JZ3NCGAJBZMEKPZVPHK481X5,Pet Food Storage Container,Pets,Pet Accessories,24.99,7.497,18,0.34,2.1035353535353534,Pets,Corrected
MUE-648387,1/6/2024,Online,XA024137,Pentre,SY4,Wales,Wales,01JZ3NCFTEW1PBSYPAACMXD8YP,Window Bird Feeder,Outdoor,Outdoor Accessories,19.99,5.997,12,0.38,2.6868279569892475,Outdoor,Corrected
JWW-293261,5/6/2024,In-Store,XB052719,Milton,AB56,England,East Midlands,01JZ3NR9WVKXG4VHXKBSXA3T5J,Spicy Thai Chili Sauce,Food,Asian Sauces,3.29,1.316,16,0.03,0.21198453608247422,Sauces,Corrected
QCY-320037,12/22/2024,Online,QP036940,Pentre,SY4,Wales,Wales,01JZ3NQZAMJTTQK658V44BYWK6,Cat Scratching Post with Toys,Pets,Cat Furniture,44.99,17.996,12,0.17,4.51706827309237,Pets,Corrected
HUT-691561,7/12/2024,In-Store,EH051958,Norton,S8,England,East Midlands,01JZ3NT0G2KA577CYDQJYBPM01,Whole Roasted Chicken,Food,Poultry,9.99,3.996,3,0.02,3.3979591836734695,Meat,Corrected
GMZ-740659,10/17/2024,Online,RB058689,Kirkton,KW10,Scotland,Scotland,01JZ3NT8WWGJQBAC3MR3NZHYY1,Cauliflower Pizza Crust,Food,Frozen Pizza Crusts,5.99,2.396,17,0.27,0.48267526188557613,Frozen Foods,Corrected
UIF-904107,6/28/2024,In-Store,HN089985,Liverpool,L74,England,North West,01JZ3NR31D4W0HHFRPY9DKTQ6E,Electric Opener for Jars and Bottles,Kitchen,Kitchen Gadgets,24.99,9.996,7,0.3,5.1000000000000005,Kitchen,Corrected
WJB-441943,11/19/2024,Online,YV012185,Kirkton,KW10,Scotland,Scotland,01JZ3NCDKQYQ33RGR2CS64T41C,Sous Vide Cooker,Kitchen,Cooking Appliances,79.99,23.997,13,0.37,9.766788766788768,Kitchen,Corrected
ETS-787591,5/19/2024,In-Store,VF013578,Twyford,LE14,England,East Midlands,01JZ3NR8YRC23H2YC96RPB515H,Magnetic Spice Containers,Kitchen,Kitchen Storage & Organization,24.99,9.996,4,0.08,6.790760869565217,Kitchen,Corrected
